package_id,origin_city,destination_city,region,status,weight_kg,shipping_cost
PKG-007305,Tallinn,Birmingham,EU_WEST,In-Transit,16.18,42.84
PKG-007306,Luxembourg City,Zurich,EU_WEST,Delivered,3.49,50.81
PKG-007307,Brussels,Gothenburg,EU_NORTH,Delivered,63.3,58.54
PKG-007308,Gothenburg,Geneva,EU_WEST,In-Transit,15.15,45.51
PKG-007309,Helsinki,Bratislava,EU_NORTH,Delayed,42.95,56.99
PKG-007310,Vilnius,Barcelona,EU_SOUTH,Delivered,51.43,63.56
PKG-007311,Kraków,Plovdiv,EU_NORTH,In-Transit,56.69,172.15
PKG-007312,Luxembourg City,Frankfurt,EU_WEST,Delivered,36.81,131.18
PKG-007313,Novi Sad,Istanbul,EU_NORTH,Delayed,70.59,131.02
PKG-007314,Podgorica,Bratislava,EU_NORTH,In-Transit,36.96,93.05
PKG-007315,Prague,Hamburg,EU_WEST,Delayed,16.53,76.2
PKG-007316,Munich,Luxembourg City,EU_WEST,Delivered,59.29,127.67
PKG-007317,Skopje,Ankara,EU_NORTH,Delayed,16.93,73.67
PKG-007318,Seville,Lyon,EU_WEST,Delivered,21.01,79.54
PKG-007319,Cork,Gdańsk,EU_NORTH,In-Transit,8.99,42.49
PKG-007320,Tartu,Cluj-Napoca,EU_NORTH,Delivered,69.72,160.78
PKG-007321,Bratislava,Athens,EU_SOUTH,Delayed,21.22,87.16
PKG-007322,Antwerp,Tallinn,EU_NORTH,In-Transit,72.15,135.28
PKG-007323,Bergen,Lyon,EU_WEST,Delivered,18.79,96.51
PKG-007324,Warsaw,Riga,EU_NORTH,Delayed,60.41,117.05
PKG-007325,Milan,Izmir,EU_NORTH,Delayed,8.18,129.59
PKG-007326,Aarhus,London,EU_WEST,Delivered,49.71,133.19
PKG-007327,Gdańsk,Cork,EU_WEST,Delivered,62.09,129.39
PKG-007328,Rome,Ljubljana,EU_NORTH,In-Transit,6.32,77.5
PKG-007329,Antwerp,Cluj-Napoca,EU_NORTH,In-Transit,17.29,56.88
PKG-007330,Bratislava,Rotterdam,EU_WEST,In-Transit,10.74,20.17
PKG-007331,Munich,Kraków,EU_NORTH,In-Transit,14.99,84.31
PKG-007332,Rome,Berlin,EU_WEST,Delayed,51.59,89.92
PKG-007333,Warsaw,Tampere,EU_NORTH,In-Transit,56.74,133.58
PKG-007334,Stockholm,Paris,EU_WEST,Delayed,33.9,146.0
PKG-007335,Cluj-Napoca,Bratislava,EU_NORTH,Delayed,35.23,150.57
PKG-007336,Skopje,Lisbon,EU_SOUTH,Delivered,48.41,153.35
PKG-007337,Zurich,Paris,EU_WEST,Delivered,55.58,106.41
PKG-007338,Rotterdam,Cork,EU_WEST,In-Transit,1.87,96.82
PKG-007339,Tallinn,Hamburg,EU_WEST,In-Transit,74.04,161.31
PKG-007340,Bucharest,Zurich,EU_WEST,In-Transit,51.68,92.48
PKG-007341,Skopje,Rotterdam,EU_WEST,Delivered,66.96,94.95
PKG-007342,Bergen,Podgorica,EU_NORTH,Delayed,32.21,89.9
PKG-007343,Sofia,Birmingham,EU_WEST,In-Transit,71.34,83.01
PKG-007344,Luxembourg City,Gothenburg,EU_NORTH,In-Transit,22.72,137.48
PKG-007345,Berlin,Edinburgh,EU_WEST,Delivered,42.33,90.21
PKG-007346,Geneva,Brussels,EU_WEST,In-Transit,73.48,127.21
PKG-007347,Rotterdam,Thessaloniki,EU_SOUTH,Delivered,18.35,59.25
PKG-007348,Stockholm,Gothenburg,EU_NORTH,In-Transit,17.0,109.52
PKG-007349,Manchester,Madrid,EU_SOUTH,In-Transit,23.27,69.42
PKG-007350,Sarajevo,Izmir,EU_NORTH,Delayed,74.39,172.71
PKG-007351,Birmingham,Berlin,EU_WEST,Delivered,56.67,129.36
PKG-007352,Edinburgh,Thessaloniki,EU_SOUTH,In-Transit,38.63,49.47
PKG-007353,Split,Tartu,EU_NORTH,In-Transit,70.03,132.84
PKG-007354,Bucharest,Ankara,EU_NORTH,In-Transit,12.27,70.98
PKG-007355,Sarajevo,Basel,EU_WEST,Delivered,8.12,123.59
PKG-007356,Berlin,Cologne,EU_WEST,In-Transit,38.5,129.36
PKG-007357,Manchester,Madrid,EU_SOUTH,In-Transit,18.75,118.13
PKG-007358,Brno,Prague,EU_NORTH,Delivered,7.49,105.32
PKG-007359,Košice,Prague,EU_NORTH,In-Transit,44.7,150.2
PKG-007360,Berlin,Brussels,EU_WEST,In-Transit,18.62,49.37
PKG-007361,Dublin,Naples,EU_SOUTH,In-Transit,54.73,69.57
PKG-007362,Vilnius,Gothenburg,EU_NORTH,Delayed,2.37,104.02
PKG-007363,Helsinki,Turin,EU_SOUTH,Delayed,28.65,66.68
PKG-007364,Valencia,Turin,EU_SOUTH,In-Transit,9.48,111.15
PKG-007365,Zurich,Hamburg,EU_WEST,Delivered,8.74,112.25
PKG-007366,Madrid,Antwerp,EU_WEST,Delivered,28.59,87.46
PKG-007367,Bucharest,Turin,EU_SOUTH,Delivered,4.19,12.03
PKG-007368,Porto,Munich,EU_WEST,Delivered,73.34,103.95
PKG-007369,Plovdiv,Split,EU_NORTH,Delayed,49.14,159.82
PKG-007370,Gdańsk,Naples,EU_SOUTH,In-Transit,42.15,120.7
PKG-007371,Plovdiv,Basel,EU_WEST,Delayed,9.5,61.7
PKG-007372,Copenhagen,Ankara,EU_NORTH,Delayed,53.73,87.5
PKG-007373,Barcelona,Cluj-Napoca,EU_NORTH,In-Transit,59.46,65.27
PKG-007374,Helsinki,Copenhagen,EU_NORTH,In-Transit,15.92,109.61
PKG-007375,Skopje,Valencia,EU_SOUTH,Delayed,30.26,45.49
PKG-007376,Prague,Berlin,EU_WEST,Delayed,40.16,71.0
PKG-007377,Bergen,Paris,EU_WEST,Delivered,13.93,39.32
PKG-007378,Warsaw,Istanbul,EU_NORTH,In-Transit,27.94,55.85
PKG-007379,Belgrade,Berlin,EU_WEST,Delayed,52.1,162.67
PKG-007380,Helsinki,Lisbon,EU_SOUTH,Delivered,38.22,40.62
PKG-007381,Tallinn,Copenhagen,EU_NORTH,Delayed,3.66,67.26
PKG-007382,Belgrade,Cologne,EU_WEST,Delayed,44.05,147.84
PKG-007383,Ljubljana,Florence,EU_SOUTH,In-Transit,27.21,122.23
PKG-007384,Luxembourg City,Kraków,EU_NORTH,In-Transit,13.77,100.65
PKG-007385,Tallinn,Riga,EU_NORTH,In-Transit,36.31,69.6
PKG-007386,Izmir,Budapest,EU_NORTH,Delivered,20.02,91.99
PKG-007387,Bergen,Plovdiv,EU_NORTH,In-Transit,21.35,28.99
PKG-007388,Rotterdam,Budapest,EU_NORTH,Delivered,42.73,145.68
PKG-007389,Budapest,Oslo,EU_NORTH,Delayed,41.09,54.54
PKG-007390,Bratislava,Gdańsk,EU_NORTH,In-Transit,60.52,152.22
PKG-007391,Košice,Thessaloniki,EU_SOUTH,Delayed,58.94,152.47
PKG-007392,Kraków,Gothenburg,EU_NORTH,Delayed,49.08,91.8
PKG-007393,Vienna,Madrid,EU_SOUTH,In-Transit,9.32,118.74
PKG-007394,Antwerp,Košice,EU_NORTH,In-Transit,12.0,57.96
PKG-007395,Naples,Zagreb,EU_NORTH,Delivered,3.5,98.15
PKG-007396,Ankara,Athens,EU_SOUTH,In-Transit,10.81,89.56
PKG-007397,Košice,Antwerp,EU_WEST,Delivered,33.17,49.89
PKG-007398,Gdańsk,Zurich,EU_WEST,Delivered,53.07,85.21
PKG-007399,Debrecen,Berlin,EU_WEST,Delayed,16.52,63.15
PKG-007400,Thessaloniki,Oslo,EU_NORTH,Delayed,18.68,96.53
PKG-007401,Sarajevo,Edinburgh,EU_WEST,In-Transit,71.09,177.47
PKG-007402,Istanbul,Ankara,EU_NORTH,Delivered,26.97,109.71
PKG-007403,Plovdiv,Cologne,EU_WEST,In-Transit,59.03,114.6
PKG-007404,Izmir,Sofia,EU_NORTH,In-Transit,54.51,91.17
PKG-007405,Kraków,Bratislava,EU_NORTH,Delivered,55.05,156.39
PKG-007406,Ljubljana,Milan,EU_SOUTH,In-Transit,54.49,109.98
PKG-007407,Barcelona,Split,EU_NORTH,Delivered,54.77,114.54
PKG-007408,Barcelona,Cork,EU_WEST,Delayed,67.69,81.4
PKG-007409,Turin,Debrecen,EU_NORTH,In-Transit,64.72,169.22
PKG-007410,Budapest,Zurich,EU_WEST,In-Transit,34.76,144.22
PKG-007411,Antwerp,Cork,EU_WEST,In-Transit,73.39,100.26
PKG-007412,Tampere,Gdańsk,EU_NORTH,In-Transit,7.67,30.62
PKG-007413,Thessaloniki,Tartu,EU_NORTH,Delivered,6.19,24.49
PKG-007414,Warsaw,Amsterdam,EU_WEST,Delivered,70.34,149.17
PKG-007415,Skopje,Seville,EU_SOUTH,In-Transit,3.08,100.11
PKG-007416,Tampere,Kraków,EU_NORTH,Delayed,12.94,129.06
PKG-007417,Madrid,Split,EU_NORTH,In-Transit,58.54,162.25
PKG-007418,Kaunas,Dublin,EU_WEST,In-Transit,13.9,91.31
PKG-007419,Edinburgh,Florence,EU_SOUTH,Delayed,68.32,90.08
PKG-007420,Bratislava,Milan,EU_SOUTH,In-Transit,54.92,67.17
PKG-007421,Novi Sad,Florence,EU_SOUTH,Delayed,45.69,135.7
PKG-007422,Rome,Frankfurt,EU_WEST,Delivered,61.91,98.49
PKG-007423,Rotterdam,Madrid,EU_SOUTH,Delivered,28.61,87.58
PKG-007424,Hamburg,Birmingham,EU_WEST,In-Transit,14.73,92.38
PKG-007425,Novi Sad,Budapest,EU_NORTH,In-Transit,71.74,133.79
PKG-007426,Tampere,Florence,EU_SOUTH,In-Transit,65.63,68.48
PKG-007427,Vilnius,Manchester,EU_WEST,Delivered,8.58,14.95
PKG-007428,Amsterdam,Istanbul,EU_NORTH,Delayed,42.69,64.13
PKG-007429,Bratislava,Athens,EU_SOUTH,In-Transit,2.52,103.83
PKG-007430,Marseille,Vilnius,EU_NORTH,In-Transit,46.8,145.24
PKG-007431,Ljubljana,Thessaloniki,EU_SOUTH,In-Transit,8.13,27.03
PKG-007432,Milan,Cork,EU_WEST,Delayed,70.62,153.58
PKG-007433,Tampere,Marseille,EU_WEST,Delayed,67.06,153.56
PKG-007434,Bratislava,Prague,EU_NORTH,Delayed,45.59,142.79
PKG-007435,Antwerp,Sarajevo,EU_NORTH,Delivered,11.42,79.5
PKG-007436,Amsterdam,Berlin,EU_WEST,Delayed,35.54,55.45
PKG-007437,Kaunas,Frankfurt,EU_WEST,Delivered,65.39,173.33
PKG-007438,Novi Sad,Cork,EU_WEST,Delayed,26.2,56.21
PKG-007439,Aarhus,Izmir,EU_NORTH,Delivered,31.16,35.52
PKG-007440,Turin,Munich,EU_WEST,Delayed,61.01,153.64
PKG-007441,Novi Sad,Košice,EU_NORTH,In-Transit,70.97,78.62
PKG-007442,Ljubljana,Antwerp,EU_WEST,Delayed,15.03,40.87
PKG-007443,Sarajevo,Skopje,EU_NORTH,Delivered,4.49,60.39
PKG-007444,Stockholm,Hamburg,EU_WEST,Delayed,35.0,35.66
PKG-007445,Cork,Basel,EU_WEST,Delivered,71.02,176.8
PKG-007446,Split,Belgrade,EU_NORTH,Delayed,46.99,95.23
PKG-007447,Warsaw,Novi Sad,EU_NORTH,In-Transit,52.62,107.38
PKG-007448,Tirana,Tampere,EU_NORTH,In-Transit,71.22,65.62
PKG-007449,Ankara,Vienna,EU_WEST,Delayed,22.95,29.18
PKG-007450,Split,Porto,EU_SOUTH,Delayed,67.62,108.88
PKG-007451,Gothenburg,Debrecen,EU_NORTH,In-Transit,9.81,34.2
PKG-007452,Tampere,Zurich,EU_WEST,Delayed,40.63,54.02
PKG-007453,Madrid,Lyon,EU_WEST,Delivered,23.31,140.43
PKG-007454,Podgorica,Dublin,EU_WEST,Delivered,57.47,92.22
PKG-007455,Edinburgh,Bucharest,EU_NORTH,In-Transit,11.18,72.44
PKG-007456,Edinburgh,Milan,EU_SOUTH,Delivered,69.7,136.32
PKG-007457,Ankara,Stockholm,EU_NORTH,Delayed,8.22,105.58
PKG-007458,Brno,Ljubljana,EU_NORTH,Delayed,19.42,25.03
PKG-007459,Istanbul,Sofia,EU_NORTH,Delayed,42.38,128.82
PKG-007460,Gdańsk,Skopje,EU_NORTH,Delivered,23.77,57.19
PKG-007461,Cologne,Marseille,EU_WEST,In-Transit,29.8,127.16
PKG-007462,Bratislava,Valencia,EU_SOUTH,Delivered,73.38,101.64
PKG-007463,Tartu,Ljubljana,EU_NORTH,In-Transit,46.95,122.78
PKG-007464,Skopje,Copenhagen,EU_NORTH,Delivered,16.44,75.2
PKG-007465,Seville,Cork,EU_WEST,Delivered,43.23,146.7
PKG-007466,Zagreb,Dublin,EU_WEST,Delayed,26.89,107.76
PKG-007467,Barcelona,Edinburgh,EU_WEST,In-Transit,73.67,185.51
PKG-007468,Tirana,Rotterdam,EU_WEST,Delivered,20.46,22.22
PKG-007469,Kaunas,Naples,EU_SOUTH,Delayed,29.33,37.62
PKG-007470,Ljubljana,Prague,EU_NORTH,In-Transit,29.69,99.33
PKG-007471,Madrid,Marseille,EU_WEST,Delivered,62.57,150.5
PKG-007472,Seville,Vilnius,EU_NORTH,In-Transit,71.47,180.92
PKG-007473,Basel,Barcelona,EU_SOUTH,Delivered,27.47,134.77
PKG-007474,Munich,Valencia,EU_SOUTH,Delayed,63.98,59.47
PKG-007475,Tampere,Bratislava,EU_NORTH,In-Transit,49.56,150.13
PKG-007476,Geneva,Prague,EU_NORTH,Delivered,17.75,104.26
PKG-007477,Tampere,Budapest,EU_NORTH,Delayed,28.7,29.72
PKG-007478,Amsterdam,Helsinki,EU_NORTH,Delivered,68.79,160.32
PKG-007479,Cluj-Napoca,Lyon,EU_WEST,Delivered,52.41,73.71
PKG-007480,Dublin,Munich,EU_WEST,Delayed,61.63,173.95
PKG-007481,Bucharest,Tampere,EU_NORTH,Delayed,49.15,61.28
PKG-007482,Aarhus,Zagreb,EU_NORTH,Delayed,54.99,115.57
PKG-007483,Split,Antwerp,EU_WEST,In-Transit,55.29,147.65
PKG-007484,Lyon,Antwerp,EU_WEST,Delivered,37.53,149.04
PKG-007485,Cork,London,EU_WEST,Delivered,18.75,73.85
PKG-007486,Cork,Frankfurt,EU_WEST,In-Transit,54.79,130.33
PKG-007487,Stockholm,Naples,EU_SOUTH,Delayed,29.22,81.86
PKG-007488,Brno,London,EU_WEST,In-Transit,37.9,121.02
PKG-007489,Rome,Frankfurt,EU_WEST,Delayed,68.01,169.35
PKG-007490,Riga,Oslo,EU_NORTH,In-Transit,62.48,146.29
PKG-007491,Prague,Tartu,EU_NORTH,Delivered,32.93,47.12
PKG-007492,Gothenburg,Tirana,EU_NORTH,In-Transit,54.4,87.65
PKG-007493,Lisbon,Riga,EU_NORTH,Delayed,38.07,142.74
PKG-007494,Hamburg,Birmingham,EU_WEST,Delayed,8.38,99.7
PKG-007495,Tartu,Vilnius,EU_NORTH,In-Transit,13.19,40.58
PKG-007496,Ankara,Porto,EU_SOUTH,Delivered,6.39,29.26
PKG-007497,Athens,Ankara,EU_NORTH,Delayed,65.25,160.1
PKG-007498,Seville,Basel,EU_WEST,Delivered,23.72,118.92
PKG-007499,Košice,Basel,EU_WEST,Delayed,16.07,134.54
PKG-007500,Amsterdam,Gothenburg,EU_NORTH,In-Transit,53.95,164.13
PKG-007501,Warsaw,Sofia,EU_NORTH,Delivered,34.14,128.93
PKG-007502,Gdańsk,Dublin,EU_WEST,Delayed,8.51,125.81
PKG-007503,Brno,Budapest,EU_NORTH,Delayed,0.78,43.04
PKG-007504,Thessaloniki,Ankara,EU_NORTH,Delayed,6.57,21.93
PKG-007505,Bergen,Prague,EU_NORTH,Delayed,33.15,80.76
PKG-007506,Ljubljana,Bucharest,EU_NORTH,Delayed,69.93,161.91
PKG-007507,Zagreb,Budapest,EU_NORTH,In-Transit,30.22,60.39
PKG-007508,Lyon,Istanbul,EU_NORTH,Delayed,26.62,28.14
PKG-007509,Tampere,Madrid,EU_SOUTH,In-Transit,44.06,79.25
PKG-007510,Rome,Munich,EU_WEST,Delayed,36.95,43.35
PKG-007511,Skopje,Novi Sad,EU_NORTH,Delayed,37.26,52.29
PKG-007512,Tartu,Riga,EU_NORTH,In-Transit,74.71,124.17
PKG-007513,Cork,Barcelona,EU_SOUTH,Delayed,12.7,67.03
PKG-007514,Podgorica,Gdańsk,EU_NORTH,Delayed,52.0,98.4
PKG-007515,Lisbon,Skopje,EU_NORTH,Delayed,35.19,115.94
PKG-007516,Sarajevo,Zagreb,EU_NORTH,Delivered,58.94,87.67
PKG-007517,Brno,Kaunas,EU_NORTH,In-Transit,10.69,63.37
PKG-007518,Naples,Paris,EU_WEST,Delivered,18.62,116.34
PKG-007519,Birmingham,Manchester,EU_WEST,Delayed,4.41,18.92
PKG-007520,Milan,Izmir,EU_NORTH,Delivered,61.6,85.55
PKG-007521,Frankfurt,Zurich,EU_WEST,Delayed,69.15,159.39
PKG-007522,Edinburgh,Brussels,EU_WEST,Delayed,30.19,60.35
PKG-007523,Aarhus,Tampere,EU_NORTH,Delivered,39.35,76.32
PKG-007524,Gothenburg,Kraków,EU_NORTH,In-Transit,11.72,61.59
PKG-007525,Munich,Cork,EU_WEST,In-Transit,14.67,90.0
PKG-007526,Warsaw,Bratislava,EU_NORTH,In-Transit,53.14,112.46
PKG-007527,Munich,Ljubljana,EU_NORTH,Delivered,71.83,171.12
PKG-007528,Tartu,Bratislava,EU_NORTH,Delivered,53.52,60.67
PKG-007529,Helsinki,Warsaw,EU_NORTH,Delayed,72.67,180.9
PKG-007530,Zagreb,Manchester,EU_WEST,Delayed,49.36,70.86
PKG-007531,Ankara,Kraków,EU_NORTH,In-Transit,53.37,139.21
PKG-007532,Birmingham,Hamburg,EU_WEST,Delivered,34.93,98.26
PKG-007533,Aarhus,Budapest,EU_NORTH,Delayed,67.82,145.25
PKG-007534,Geneva,Zagreb,EU_NORTH,Delayed,9.89,116.19
PKG-007535,Bergen,Vilnius,EU_NORTH,Delayed,31.71,145.33
PKG-007536,Naples,Debrecen,EU_NORTH,Delayed,60.18,137.73
PKG-007537,Stockholm,Madrid,EU_SOUTH,Delivered,32.51,135.33
PKG-007538,Riga,Bratislava,EU_NORTH,Delayed,14.55,74.63
PKG-007539,Marseille,Cologne,EU_WEST,Delayed,61.0,56.82
PKG-007540,Tallinn,Munich,EU_WEST,Delayed,45.6,50.24
PKG-007541,Copenhagen,Luxembourg City,EU_WEST,Delayed,62.79,80.42
PKG-007542,Bratislava,Seville,EU_SOUTH,In-Transit,7.79,26.55
PKG-007543,Munich,Ankara,EU_NORTH,In-Transit,3.35,40.23
PKG-007544,Brno,Lisbon,EU_SOUTH,Delayed,62.01,155.07
PKG-007545,Dublin,Sofia,EU_NORTH,Delivered,51.72,66.52
PKG-007546,Debrecen,Tampere,EU_NORTH,Delivered,32.02,57.76
PKG-007547,Florence,Kraków,EU_NORTH,Delivered,2.98,25.71
PKG-007548,Luxembourg City,Budapest,EU_NORTH,Delayed,9.83,41.73
PKG-007549,Cologne,Cork,EU_WEST,In-Transit,1.33,12.07
PKG-007550,Copenhagen,Sarajevo,EU_NORTH,In-Transit,62.9,65.83
PKG-007551,Seville,Berlin,EU_WEST,In-Transit,10.8,47.65
PKG-007552,Milan,Warsaw,EU_NORTH,Delivered,3.93,41.44
PKG-007553,Florence,Manchester,EU_WEST,Delayed,70.64,126.4
PKG-007554,Izmir,Košice,EU_NORTH,Delivered,2.08,38.07
PKG-007555,Oslo,Naples,EU_SOUTH,Delivered,6.68,119.05
PKG-007556,Košice,Kaunas,EU_NORTH,Delivered,7.44,77.7
PKG-007557,Helsinki,London,EU_WEST,In-Transit,70.42,79.86
PKG-007558,Vilnius,Athens,EU_SOUTH,In-Transit,36.84,78.37
PKG-007559,Split,Debrecen,EU_NORTH,In-Transit,5.1,24.11
PKG-007560,Vilnius,Athens,EU_SOUTH,Delivered,25.48,63.36
PKG-007561,Stockholm,Košice,EU_NORTH,In-Transit,70.34,85.86
PKG-007562,Cluj-Napoca,Plovdiv,EU_NORTH,Delivered,8.16,118.39
PKG-007563,Florence,Ankara,EU_NORTH,In-Transit,55.94,67.35
PKG-007564,Porto,Košice,EU_NORTH,Delivered,53.16,149.56
PKG-007565,Warsaw,Berlin,EU_WEST,In-Transit,70.05,75.83
PKG-007566,Athens,Manchester,EU_WEST,In-Transit,42.81,93.29
PKG-007567,Tirana,Helsinki,EU_NORTH,In-Transit,37.94,143.75
PKG-007568,Vilnius,Milan,EU_SOUTH,Delayed,16.34,124.54
PKG-007569,Hamburg,Luxembourg City,EU_WEST,Delivered,45.33,115.47
PKG-007570,Athens,Ljubljana,EU_NORTH,Delivered,68.94,145.74
PKG-007571,Barcelona,Split,EU_NORTH,Delayed,26.16,55.83
PKG-007572,Gdańsk,Copenhagen,EU_NORTH,In-Transit,34.78,144.47
PKG-007573,Rome,Frankfurt,EU_WEST,Delayed,59.29,65.65
PKG-007574,Rome,Porto,EU_SOUTH,In-Transit,2.76,117.98
PKG-007575,Aarhus,Cologne,EU_WEST,In-Transit,3.68,93.68
PKG-007576,Milan,Debrecen,EU_NORTH,In-Transit,19.03,46.55
PKG-007577,Gothenburg,Birmingham,EU_WEST,Delayed,15.97,37.32
PKG-007578,Sofia,Cologne,EU_WEST,Delayed,19.15,39.53
PKG-007579,Amsterdam,Berlin,EU_WEST,In-Transit,34.89,52.19
PKG-007580,Debrecen,Tartu,EU_NORTH,Delayed,18.11,38.76
PKG-007581,Marseille,Tartu,EU_NORTH,Delayed,67.71,172.46
PKG-007582,Copenhagen,Kaunas,EU_NORTH,Delivered,8.21,83.67
PKG-007583,Milan,Tirana,EU_NORTH,Delivered,56.36,78.57
PKG-007584,Lyon,Berlin,EU_WEST,Delivered,50.0,72.4
PKG-007585,Tampere,Belgrade,EU_NORTH,In-Transit,54.88,102.04
PKG-007586,Ljubljana,Helsinki,EU_NORTH,In-Transit,21.46,67.1
PKG-007587,Basel,Kaunas,EU_NORTH,In-Transit,12.64,94.21
PKG-007588,Antwerp,London,EU_WEST,Delayed,21.87,119.5
PKG-007589,Florence,Athens,EU_SOUTH,In-Transit,13.99,50.84
PKG-007590,Kraków,Cluj-Napoca,EU_NORTH,Delivered,64.21,122.48
PKG-007591,Helsinki,Gothenburg,EU_NORTH,In-Transit,56.21,140.46
PKG-007592,Basel,Košice,EU_NORTH,Delivered,23.62,49.06
PKG-007593,Belgrade,Gdańsk,EU_NORTH,In-Transit,8.34,99.08
PKG-007594,Debrecen,Izmir,EU_NORTH,Delayed,50.68,90.66
PKG-007595,Gdańsk,Cluj-Napoca,EU_NORTH,Delivered,24.71,74.92
PKG-007596,Thessaloniki,Athens,EU_SOUTH,Delivered,33.72,70.94
PKG-007597,Izmir,Debrecen,EU_NORTH,Delayed,55.32,113.42
PKG-007598,Madrid,Cologne,EU_WEST,Delivered,0.9,24.44
PKG-007599,Aarhus,Cologne,EU_WEST,In-Transit,54.99,91.86
PKG-007600,Prague,Naples,EU_SOUTH,In-Transit,34.12,49.16
PKG-007601,Debrecen,Cluj-Napoca,EU_NORTH,Delivered,3.62,15.99
PKG-007602,Plovdiv,Bergen,EU_NORTH,In-Transit,16.25,40.5
PKG-007603,Lyon,Tirana,EU_NORTH,Delivered,6.04,104.44
PKG-007604,Porto,Istanbul,EU_NORTH,Delivered,10.92,15.72
PKG-007605,Gdańsk,Valencia,EU_SOUTH,Delivered,23.53,141.97
PKG-007606,Valencia,Lisbon,EU_SOUTH,Delivered,45.65,87.62
PKG-007607,Bergen,Izmir,EU_NORTH,In-Transit,29.71,45.72
PKG-007608,Antwerp,Bratislava,EU_NORTH,Delayed,60.44,137.1
PKG-007609,Helsinki,Naples,EU_SOUTH,In-Transit,45.36,153.59
PKG-007610,Skopje,Florence,EU_SOUTH,In-Transit,49.53,125.35
PKG-007611,Bucharest,Bratislava,EU_NORTH,In-Transit,51.61,51.25
PKG-007612,Tartu,Valencia,EU_SOUTH,In-Transit,23.48,72.37
PKG-007613,Brno,Bergen,EU_NORTH,Delayed,51.67,75.06
PKG-007614,Amsterdam,Izmir,EU_NORTH,In-Transit,47.63,70.23
PKG-007615,Tartu,Seville,EU_SOUTH,Delayed,65.94,149.76
PKG-007616,Brussels,Sarajevo,EU_NORTH,In-Transit,24.69,95.0
PKG-007617,Plovdiv,Lisbon,EU_SOUTH,In-Transit,42.92,136.11
PKG-007618,Brno,Izmir,EU_NORTH,Delivered,56.37,69.98
PKG-007619,Aarhus,Ljubljana,EU_NORTH,Delivered,55.15,70.44
PKG-007620,Oslo,Cluj-Napoca,EU_NORTH,Delayed,69.16,161.69
PKG-007621,Lisbon,Vilnius,EU_NORTH,In-Transit,72.08,153.09
PKG-007622,Košice,Porto,EU_SOUTH,Delivered,14.63,97.57
PKG-007623,Birmingham,Zagreb,EU_NORTH,In-Transit,31.36,43.8
PKG-007624,Vienna,Oslo,EU_NORTH,Delivered,45.06,132.04
PKG-007625,Tirana,Marseille,EU_WEST,In-Transit,73.53,171.41
PKG-007626,Lisbon,Tartu,EU_NORTH,Delayed,61.08,102.75
PKG-007627,Novi Sad,Vilnius,EU_NORTH,Delivered,70.71,138.53
PKG-007628,Dublin,Birmingham,EU_WEST,Delivered,45.4,161.29
PKG-007629,Manchester,Gdańsk,EU_NORTH,Delayed,6.48,124.86
PKG-007630,Aarhus,Sofia,EU_NORTH,In-Transit,60.05,83.09
PKG-007631,Dublin,Marseille,EU_WEST,Delivered,63.79,175.72
PKG-007632,London,Vienna,EU_WEST,Delivered,40.95,104.64
PKG-007633,Debrecen,Milan,EU_SOUTH,Delivered,20.27,72.23
PKG-007634,Madrid,Turin,EU_SOUTH,Delivered,37.17,95.35
PKG-007635,Podgorica,Amsterdam,EU_WEST,Delivered,7.06,91.31
PKG-007636,Seville,Antwerp,EU_WEST,Delayed,5.99,35.4
PKG-007637,Gdańsk,Rome,EU_SOUTH,Delivered,2.57,81.95
PKG-007638,Vienna,Gdańsk,EU_NORTH,Delivered,11.6,23.14
PKG-007639,Manchester,Debrecen,EU_NORTH,Delayed,47.88,127.49
PKG-007640,Hamburg,Gothenburg,EU_NORTH,Delivered,57.66,124.75
PKG-007641,Frankfurt,Lisbon,EU_SOUTH,Delivered,36.51,57.56
PKG-007642,Podgorica,Plovdiv,EU_NORTH,Delivered,36.42,39.65
PKG-007643,Rome,Warsaw,EU_NORTH,Delivered,45.43,150.82
PKG-007644,Vienna,Bratislava,EU_NORTH,Delayed,36.58,74.02
PKG-007645,Rotterdam,Amsterdam,EU_WEST,Delayed,52.51,131.96
PKG-007646,Frankfurt,Košice,EU_NORTH,Delivered,28.37,69.74
PKG-007647,Porto,Gothenburg,EU_NORTH,In-Transit,63.78,122.26
PKG-007648,Florence,Belgrade,EU_NORTH,In-Transit,68.25,120.23
PKG-007649,Munich,Copenhagen,EU_NORTH,In-Transit,21.53,81.94
PKG-007650,Geneva,Košice,EU_NORTH,Delayed,73.23,73.78
PKG-007651,Podgorica,Ljubljana,EU_NORTH,Delayed,1.06,63.32
PKG-007652,Rome,Paris,EU_WEST,Delayed,63.32,64.71
PKG-007653,London,Novi Sad,EU_NORTH,Delayed,0.97,109.67
PKG-007654,Naples,Stockholm,EU_NORTH,Delivered,47.13,112.71
PKG-007655,Porto,Turin,EU_SOUTH,Delayed,12.79,61.02
PKG-007656,Rotterdam,Antwerp,EU_WEST,Delayed,28.26,100.56
PKG-007657,Florence,Porto,EU_SOUTH,Delivered,20.08,30.7
PKG-007658,Madrid,Warsaw,EU_NORTH,Delivered,14.22,70.69
PKG-007659,Gdańsk,Barcelona,EU_SOUTH,Delivered,49.25,51.51
PKG-007660,Cologne,Athens,EU_SOUTH,Delayed,8.6,64.21
PKG-007661,Warsaw,Gothenburg,EU_NORTH,Delayed,12.63,129.78
